2016-05-30;18:00:05;fdaa::1:212:4b00:8fb:7c69-sensor01;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2599936;25
2016-05-30;18:00:15;fdaa::1:212:4b00:8fb:7c69-sensor02;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2460288;27
2016-05-30;18:00:25;fdaa::1:212:4b00:8fb:7c69-sensor03;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2518032;29
2016-05-30;18:00:35;fdaa::1:212:4b00:8fb:7c69-sensor01;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;748688;24
2016-05-30;18:00:46;fdaa::1:212:4b00:8fb:7c69-sensor02;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;753936;26
2016-05-30;18:00:56;fdaa::1:212:4b00:8fb:7c69-sensor03;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;748688;28
2016-05-30;18:30:05;fdaa::1:212:4b00:8fb:7c69-sensor01;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2493888;25
2016-05-30;18:30:15;fdaa::1:212:4b00:8fb:7c69-sensor02;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2419328;27
2016-05-30;18:30:25;fdaa::1:212:4b00:8fb:7c69-sensor03;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2383632;29
2016-05-30;18:30:35;fdaa::1:212:4b00:8fb:7c69-sensor01;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;745536;24
2016-05-30;18:30:45;fdaa::1:212:4b00:8fb:7c69-sensor02;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;739232;26
2016-05-30;18:30:55;fdaa::1:212:4b00:8fb:7c69-sensor03;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;733984;28
2016-05-30;19:00:05;fdaa::1:212:4b00:8fb:7c69-sensor01;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2464480;25
2016-05-30;19:00:15;fdaa::1:212:4b00:8fb:7c69-sensor02;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2408832;27
2016-05-30;19:00:25;fdaa::1:212:4b00:8fb:7c69-sensor03;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2364736;29
2016-05-30;19:00:35;fdaa::1:212:4b00:8fb:7c69-sensor01;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;744480;24
2016-05-30;19:00:45;fdaa::1:212:4b00:8fb:7c69-sensor02;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;737136;26
2016-05-30;19:00:56;fdaa::1:212:4b00:8fb:7c69-sensor03;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;730832;28
2016-05-30;19:30:05;fdaa::1:212:4b00:8fb:7c69-sensor01;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2443488;25
2016-05-30;19:30:15;fdaa::1:212:4b00:8fb:7c69-sensor02;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2399376;27
2016-05-30;19:30:25;fdaa::1:212:4b00:8fb:7c69-sensor03;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2350032;29
2016-05-30;19:30:35;fdaa::1:212:4b00:8fb:7c69-sensor01;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;744480;24
2016-05-30;19:30:45;fdaa::1:212:4b00:8fb:7c69-sensor02;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;737136;26
2016-05-30;19:30:55;fdaa::1:212:4b00:8fb:7c69-sensor03;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;730832;28
2016-05-30;20:00:05;fdaa::1:212:4b00:8fb:7c69-sensor01;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2423536;25
2016-05-30;20:00:15;fdaa::1:212:4b00:8fb:7c69-sensor02;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2373136;27
2016-05-30;20:00:25;fdaa::1:212:4b00:8fb:7c69-sensor03;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2341632;29
2016-05-30;20:00:35;fdaa::1:212:4b00:8fb:7c69-sensor01;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;743440;24
2016-05-30;20:00:46;fdaa::1:212:4b00:8fb:7c69-sensor02;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;741328;26
2016-05-30;20:00:55;fdaa::1:212:4b00:8fb:7c69-sensor03;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;727680;28
2016-05-30;20:30:05;fdaa::1:212:4b00:8fb:7c69-sensor01;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2406736;25
2016-05-30;20:30:15;fdaa::1:212:4b00:8fb:7c69-sensor02;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2383632;27
2016-05-30;20:30:25;fdaa::1:212:4b00:8fb:7c69-sensor03;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2333232;29
2016-05-30;20:30:35;fdaa::1:212:4b00:8fb:7c69-sensor01;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;743440;24
2016-05-30;20:30:46;fdaa::1:212:4b00:8fb:7c69-sensor02;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;737136;26
2016-05-30;20:30:55;fdaa::1:212:4b00:8fb:7c69-sensor03;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;733984;28
2016-05-30;21:00:05;fdaa::1:212:4b00:8fb:7c69-sensor01;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2390976;25
2016-05-30;21:00:15;fdaa::1:212:4b00:8fb:7c69-sensor02;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2382576;27
2016-05-30;21:00:25;fdaa::1:212:4b00:8fb:7c69-sensor03;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2313280;29
2016-05-30;21:00:35;fdaa::1:212:4b00:8fb:7c69-sensor01;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;741328;24
2016-05-30;21:00:45;fdaa::1:212:4b00:8fb:7c69-sensor02;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;735040;26
2016-05-30;21:00:56;fdaa::1:212:4b00:8fb:7c69-sensor03;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;727680;28
2016-05-30;21:30:05;fdaa::1:212:4b00:8fb:7c69-sensor01;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2372080;25
2016-05-30;21:30:15;fdaa::1:212:4b00:8fb:7c69-sensor02;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2380480;27
2016-05-30;21:30:25;fdaa::1:212:4b00:8fb:7c69-sensor03;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2313280;29
2016-05-30;21:30:35;fdaa::1:212:4b00:8fb:7c69-sensor01;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;745536;24
2016-05-30;21:30:45;fdaa::1:212:4b00:8fb:7c69-sensor02;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;742384;26
2016-05-30;21:30:55;fdaa::1:212:4b00:8fb:7c69-sensor03;TEMPERATURE;55.765232;37.580322;0;665728;62;894640;736080;28
2016-05-30;22:00:05;fdaa::1:212:4b00:8fb:7c69-sensor01;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2366832;25
2016-05-30;22:00:15;fdaa::1:212:4b00:8fb:7c69-sensor02;MOISTURE;55.765232;37.580322;0;2670304;100;1053200;2362624;27
